-75.27362,39.8763,0.2869,
14748,35123 ,27624 ,Burglary Residential,178141
14749,30112 ,62449 ,Theft from Vehicle,178141
14750,54750 ,43332 ,Theft from Vehicle,178146
14751,88138 ,54179 ,Burglary Residential,178147
14752,34091 ,37681 ,Aggravated Assault No Firearm,178151
14753,41674 ,62770 ,Aggravated Assault No Firearm,178153
14754,15983 ,30963 ,Aggravated Assault Firearm,178181
14755,54132 ,42979 ,Burglary Residential,178184
14756,71382 ,57230 ,Burglary Residential,178239
14757,14656 ,19966 ,Robbery Firearm,178256
14758,26223 ,68627 ,Aggravated Assault No Firearm,178301
14759,39625 ,61936 ,Motor Vehicle Theft,178308
14760,78392 ,81076 ,Burglary Residential,178338
14761,37238 ,56376 ,Burglary Residential,178359
14762,37946 ,36563 ,Aggravated Assault No Firearm,178363
14763,66949 ,49801 ,Burglary Residential,178370
14764,37923 ,36527 ,Aggravated Assault Firearm,178371
14765,44297 ,42979 ,Aggravated Assault No Firearm,178373
14766,73520 ,51901 ,Aggravated Assault Firearm,178377
14767,2143 ,33963 ,Burglary Residential,178386
14768,46954 ,42451 ,Aggravated Assault No Firearm,178409
14769,83515 ,70933 ,Robbery Firearm,178415
14770,32941 ,51241 ,Burglary Residential,178423
14771,18623 ,23373 ,Robbery Firearm,178423
14772,34041 ,65947 ,Theft from Vehicle,178425
14773,25481 ,31828 ,Motor Vehicle Theft,178430
14774,36554 ,35688 ,Aggravated Assault No Firearm,178433
14775,34041 ,65947 ,Aggravated Assault Firearm,178440
14776,25878 ,66951 ,Burglary Residential,178456
14777,37923 ,36527 ,Robbery No Firearm,178462
14778,38033 ,36551 ,Burglary Residential,178469
14779,59249 ,42313 ,Aggravated Assault Firearm,178481
14780,36554 ,35688 ,Aggravated Assault Firearm,178492
14781,80649 ,72379 ,Aggravated Assault Firearm,178495
14782,39649 ,38185 ,Burglary Residential,178508
14783,75979 ,49856 ,Robbery No Firearm,178511
14784,63510 ,54656 ,Burglary Residential,178522
14785,39059 ,63761 ,Aggravated Assault No Firearm,178549
14786,40241 ,40676 ,Robbery Firearm,178559
14787,54866 ,37690 ,Aggravated Assault Firearm,178572
14788,26405 ,68742 ,Rape,178572
14789,31907 ,32850 ,Aggravated Assault No Firearm,178586
14790,76220 ,51128 ,Burglary Residential,178590
14791,37492 ,31688 ,Robbery Firearm,178616
14792,9787 ,34515 ,Burglary Residential,178631
14793,37923 ,36527 ,Theft from Vehicle,178640
14794,39025 ,37687 ,Robbery Firearm,178643
14795,44864 ,22245 ,Aggravated Assault Firearm,178648
14796,35343 ,15511 ,Burglary Residential,178722
14797,35423 ,56562 ,Burglary Residential,178757
14798,12515 ,13462 ,Robbery Firearm,178759
14799,59217 ,56917 ,Theft from Vehicle,178760
14800,46086 ,32653 ,Burglary Residential,178764
14801,33166 ,15810 ,Aggravated Assault No Firearm,178779
14802,57449 ,39092 ,Burglary Residential,178798
14803,51991 ,41649 ,Robbery No Firearm,178815
14804,31587 ,21569 ,Aggravated Assault No Firearm,178854
14805,39346 ,32535 ,Theft from Vehicle,178921
14806,53834 ,40149 ,Robbery No Firearm,178961
14807,54825 ,35338 ,Theft from Vehicle,178963
14808,43886 ,17516 ,Burglary Non-Residential,178988
14809,44660 ,60900 ,Theft from Vehicle,179014
14810,46057 ,59625 ,Theft from Vehicle,179074
14811,52336 ,45649 ,Motor Vehicle Theft,179112
14812,51497 ,41548 ,Theft from Vehicle,179134
14813,31045 ,64119 ,Burglary Non-Residential,179151
14814,16580 ,30902 ,Burglary Residential,179157
14815,40590 ,67500 ,Theft from Vehicle,179159
14816,33707 ,56525 ,Aggravated Assault No Firearm,179173
14817,53802 ,41606 ,Theft from Vehicle,179176
14818,35269 ,42699 ,Rape,179223
14819,43210 ,49030 ,Motor Vehicle Theft,179230
14820,39125 ,24000 ,Theft from Vehicle,179233
14821,31090 ,64225 ,Robbery No Firearm,179240
14822,33515 ,25800 ,Theft from Vehicle,179254
14823,85666 ,56054 ,Theft from Vehicle,179264
14824,54506 ,43364 ,Theft from Vehicle,179273
14825,26305 ,68706 ,Burglary Residential,179287
14826,63542 ,49326 ,Burglary Residential,179299
14827,50120 ,43330 ,Motor Vehicle Theft,179311
14828,39452 ,25544 ,Motor Vehicle Theft,179314
14829,17596 ,32550 ,Aggravated Assault No Firearm,179320
14830,75889 ,60370 ,Theft from Vehicle,179323
14831,10157 ,34557 ,Aggravated Assault No Firearm,179332
14832,9657 ,9330 ,Burglary Residential,179347
14833,31885 ,41674 ,Aggravated Assault No Firearm,179369
14834,37062 ,31257 ,Burglary Residential,179376
14835,44373 ,36366 ,Aggravated Assault Firearm,179382
14836,46892 ,32437 ,Theft from Vehicle,179384
14837,46358 ,53109 ,Theft from Vehicle,179384
14838,35018 ,71002 ,Motor Vehicle Theft,179388
14839,104351 ,74103 ,Theft from Vehicle,179397
14840,34019 ,25541 ,Robbery Firearm,179402
14841,72710 ,52536 ,Burglary Residential,179409
14842,33522 ,18396 ,Motor Vehicle Theft,179449
14843,51502 ,34128 ,Theft from Vehicle,179458
14844,35561 ,29475 ,Burglary Residential,179476
14845,45939 ,44398 ,Burglary Residential,179483
14846,39708 ,26731 ,Theft from Vehicle,179484
14847,60727 ,53004 ,Burglary Residential,179488
14848,32665 ,41053 ,Motor Vehicle Theft,179497
14849,81534 ,56055 ,Theft from Vehicle,179510
14850,37131 ,20702 ,Burglary Residential,179514
14851,75783 ,55745 ,Robbery No Firearm,179515
14852,21621 ,32537 ,Theft from Vehicle,179522
14853,36554 ,35688 ,Theft from Vehicle,179525
14854,34130 ,41800 ,Motor Vehicle Theft,179526
14855,59909 ,45353 ,Aggravated Assault Firearm,179542
14856,7383 ,34632 ,Burglary Residential,179546
14857,33540 ,63723 ,Aggravated Assault No Firearm,179551
14858,36554 ,35688 ,Burglary Residential,179556
14859,31423 ,34249 ,Burglary Residential,179566
14860,65318 ,49363 ,Aggravated Assault Firearm,179575
14861,24005 ,44196 ,Theft from Vehicle,179584
14862,63515 ,48239 ,Burglary Residential,179585
14863,41299 ,16400 ,Burglary Residential,179599
14864,27505 ,28890 ,Burglary Non-Residential,179600
14865,37751 ,43110 ,Burglary Residential,179601
14866,98296 ,60076 ,Robbery Firearm,179614
14867,48362 ,40119 ,Burglary Residential,179616
14868,48624 ,51933 ,Burglary Non-Residential,179621
14869,34171 ,26082 ,Aggravated Assault No Firearm,179626
14870,14778 ,61832 ,Burglary Residential,179626
14871,33228 ,20072 ,Burglary Residential,179627
14872,35374 ,26362 ,Robbery Firearm,179681
14873,46740 ,62159 ,Theft from Vehicle,179681
14874,65402 ,46823 ,Aggravated Assault No Firearm,179682
14875,48731 ,59162 ,Robbery No Firearm,179684
14876,16445 ,70627 ,Aggravated Assault No Firearm,179698
14877,28041 ,55430 ,Robbery No Firearm,179730
14878,52810 ,37096 ,Theft from Vehicle,179755
14879,42971 ,36548 ,Burglary Residential,179760
14880,57756 ,54542 ,Theft from Vehicle,179761
14881,36474 ,20795 ,Aggravated Assault No Firearm,179769
14882,33643 ,53567 ,Aggravated Assault No Firearm,179789
14883,43341 ,65978 ,Motor Vehicle Theft,179800
14884,44228 ,66519 ,Robbery Firearm,179826
14885,32876 ,57464 ,Robbery Firearm,179845
14886,57756 ,54542 ,Robbery Firearm,179866
14887,57201 ,55290 ,Aggravated Assault No Firearm,179876
14888,29389 ,66399 ,Aggravated Assault No Firearm,179886
14889,47518 ,41016 ,Aggravated Assault No Firearm,179914
14890,32501 ,41076 ,Aggravated Assault No Firearm,179931
14891,20039 ,21346 ,Burglary Residential,179931
14892,37551 ,37111 ,Robbery Firearm,179945
14893,20421 ,23187 ,Burglary Residential,179947
14894,52314 ,41799 ,Aggravated Assault No Firearm,179973
14895,33413 ,66432 ,Theft from Vehicle,179993
14896,16913 ,17719 ,Burglary Residential,180009
14897,45015 ,62284 ,Burglary Residential,180015
14898,18307 ,25618 ,Robbery Firearm,180017
14899,12781 ,24048 ,Aggravated Assault No Firearm,180032
14900,46053 ,42605 ,Robbery Firearm,180050
14901,45000 ,27736 ,Robbery No Firearm,180057
14902,63911 ,61985 ,Robbery Firearm,180061
14903,59193 ,39554 ,Aggravated Assault No Firearm,180100
14904,36247 ,27484 ,Robbery No Firearm,180105
14905,46231 ,29479 ,Robbery No Firearm,180120
14906,36533 ,27449 ,Aggravated Assault No Firearm,180121
14907,42746 ,65947 ,Theft from Vehicle,180148
14908,65316 ,48426 ,Aggravated Assault No Firearm,180194
14909,35153 ,17308 ,Robbery Firearm,180211
14910,48465 ,40651 ,Aggravated Assault No Firearm,180251
14911,44973 ,57222 ,Aggravated Assault No Firearm,180262
14912,8183 ,3059 ,Robbery Firearm,180317
14913,49122 ,49419 ,Theft from Vehicle,180340
14914,39759 ,14070 ,Theft from Vehicle,180351
14915,30832 ,41023 ,Theft from Vehicle,180354
14916,49630 ,42845 ,Robbery No Firearm,180421
14917,38770 ,9618 ,Aggravated Assault No Firearm,180430
14918,37939 ,20994 ,Motor Vehicle Theft,180447
14919,11309 ,33373 ,Theft from Vehicle,180487
14920,22238 ,23096 ,Burglary Residential,180498
14921,30991 ,20706 ,Burglary Residential,180502
14922,95743 ,65546 ,Burglary Residential,180511
14923,45835 ,25643 ,Aggravated Assault No Firearm,180528
14924,33077 ,15518 ,Theft from Vehicle,180555
14925,69104 ,65799 ,Theft from Vehicle,180560
14926,47256 ,39135 ,Theft from Vehicle,180569
14927,44137 ,18006 ,Burglary Non-Residential,180575
14928,86206 ,55233 ,Homicide - Criminal,180584
14929,12767 ,16489 ,Theft from Vehicle,180604
14930,38579 ,16430 ,Theft from Vehicle,180605
14931,40214 ,29142 ,Theft from Vehicle,180612
14932,52242 ,51442 ,Robbery No Firearm,180616
14933,41720 ,42631 ,Theft from Vehicle,180621
14934,29170 ,20743 ,Burglary Non-Residential,180638
14935,54382 ,40656 ,Burglary Residential,180640
14936,11950 ,26605 ,Motor Vehicle Theft,180645
14937,16038 ,19477 ,Theft from Vehicle,180648
14938,32830 ,12029 ,Aggravated Assault No Firearm,180654
14939,67706 ,63651 ,Burglary Residential,180669
14940,45164 ,41114 ,Theft from Vehicle,180682
14941,37949 ,32810 ,Burglary Non-Residential,180683
14942,10336 ,28042 ,Aggravated Assault Firearm,180692
14943,46307 ,62339 ,Robbery No Firearm,180693
14944,39366 ,31183 ,Burglary Residential,180698
14945,42191 ,66851 ,Rape,180709
14946,37057 ,20701 ,Aggravated Assault No Firearm,180712
14947,34205 ,54760 ,Theft from Vehicle,180718
14948,47221 ,30210 ,Robbery No Firearm,180728
14949,33454 ,68158 ,Theft from Vehicle,180730
14950,37996 ,64992 ,Theft from Vehicle,180733
14951,31589 ,39279 ,Theft from Vehicle,180734
14952,34040 ,48219 ,Aggravated Assault No Firearm,180786
14953,76560 ,49193 ,Burglary Non-Residential,180792
14954,63625 ,60929 ,Burglary Residential,180792
14955,35486 ,55934 ,Robbery No Firearm,180818
14956,51378 ,39453 ,Aggravated Assault No Firearm,180833
14957,54721 ,49025 ,Theft from Vehicle,180846
14958,36123 ,48429 ,Theft from Vehicle,180850
14959,40274 ,29319 ,Theft from Vehicle,180872
14960,39276 ,59342 ,Robbery No Firearm,180882
14961,39996 ,16002 ,Theft from Vehicle,180901
14962,16687 ,27713 ,Homicide - Criminal,180907
14963,72266 ,56669 ,Aggravated Assault No Firearm,180909
14964,14732 ,21180 ,Aggravated Assault No Firearm,180966
14965,50198 ,42034 ,Theft from Vehicle,180976
14966,22576 ,64283 ,Burglary Residential,180979
14967,76570 ,53085 ,Aggravated Assault No Firearm,180980
14968,40214 ,29142 ,Theft from Vehicle,180987
14969,14330 ,22872 ,Burglary Residential,180994
14970,40329 ,35693 ,Theft from Vehicle,181015
14971,52762 ,34341 ,Burglary Residential,181018
14972,9721 ,29508 ,Robbery No Firearm,181019
14973,86861 ,70414 ,Burglary Residential,181022
14974,38674 ,14085 ,Burglary Residential,181042
14975,45971 ,56513 ,Theft from Vehicle,181058
14976,45526 ,47159 ,Aggravated Assault No Firearm,181064
14977,71018 ,70606 ,Robbery No Firearm,181071
14978,35922 ,25984 ,Burglary Residential,181078
14979,72543 ,53915 ,Theft from Vehicle,181100
14980,88397 ,65520 ,Aggravated Assault No Firearm,181125
14981,20487 ,51948 ,Aggravated Assault No Firearm,181169
14982,39085 ,26401 ,Aggravated Assault Firearm,181187
14983,86860 ,76633 ,Motor Vehicle Theft,181193
14984,54479 ,54151 ,Robbery No Firearm,181208
14985,37043 ,20684 ,Aggravated Assault No Firearm,181209
14986,25283 ,70605 ,Robbery No Firearm,181219
14987,45764 ,20879 ,Theft from Vehicle,181230
14988,37302 ,43255 ,Burglary Residential,181245
14989,38489 ,41393 ,Theft from Vehicle,181247
14990,49278 ,63370 ,Robbery No Firearm,181267
14991,19459 ,32250 ,Robbery Firearm,181289
14992,48607 ,49092 ,Burglary Residential,181295
14993,42866 ,44700 ,Burglary Residential,181304
14994,6632 ,38253 ,Aggravated Assault No Firearm,181310
14995,20125 ,19669 ,Theft from Vehicle,181311
14996,53863 ,34575 ,Robbery Firearm,181318
14997,16975 ,15796 ,Aggravated Assault No Firearm,181320
14998,34994 ,35579 ,Robbery No Firearm,181321
14999,70036 ,47520 ,Robbery Firearm,181325
15000,35501 ,24447 ,Rape,181337
15001,75967 ,49939 ,Robbery No Firearm,181341
15002,41988 ,38276 ,Aggravated Assault No Firearm,181354
15003,18384 ,51567 ,Aggravated Assault No Firearm,181361
15004,41625 ,19132 ,Robbery Firearm,181373
15005,35356 ,20800 ,Aggravated Assault No Firearm,181380
15006,18407 ,25929 ,Robbery No Firearm,181382
15007,37878 ,36072 ,Robbery Firearm,181405
15008,16877 ,25240 ,Theft from Vehicle,181421
15009,47585 ,31331 ,Burglary Residential,181461
15010,39726 ,68836 ,Robbery Firearm,181479
15011,44707 ,30558 ,Motor Vehicle Theft,181510
15012,46330 ,36637 ,Burglary Residential,181521
15013,44504 ,46080 ,Aggravated Assault No Firearm,181537
15014,66791 ,60052 ,Homicide - Criminal,181539
15015,47316 ,40234 ,Robbery Firearm,181541
15016,46310 ,36545 ,Robbery No Firearm,181546
15017,16162 ,57643 ,Burglary Non-Residential,181548
15018,75743 ,49066 ,Aggravated Assault Firearm,181552
15019,46079 ,29488 ,Aggravated Assault No Firearm,181565
15020,54479 ,54151 ,Robbery No Firearm,181569
15021,30160 ,48616 ,Aggravated Assault No Firearm,181570
15022,56373 ,41336 ,Aggravated Assault No Firearm,181588
15023,38516 ,37839 ,Robbery Firearm,181592
15024,44504 ,46080 ,Theft from Vehicle,181603
15025,16389 ,52651 ,Theft from Vehicle,181604
15026,43756 ,29943 ,Aggravated Assault No Firearm,181621
15027,40807 ,43271 ,Robbery Firearm,181624
15028,32365 ,42023 ,Theft from Vehicle,181639
15029,42485 ,16249 ,Robbery Firearm,181645
15030,84474 ,79348 ,Aggravated Assault No Firearm,181647
15031,43233 ,29994 ,Aggravated Assault No Firearm,181648
15032,18866 ,31466 ,Burglary Non-Residential,181648
15033,13628 ,35533 ,Theft from Vehicle,181664
15034,18083 ,51859 ,Theft from Vehicle,181708
15035,39833 ,29913 ,Aggravated Assault Firearm,181713
15036,40303 ,60422 ,Robbery Firearm,181732
15037,90128 ,67525 ,Aggravated Assault No Firearm,181735
15038,18540 ,31467 ,Aggravated Assault No Firearm,181737
15039,31885 ,60950 ,Burglary Residential,181739
15040,61566 ,47760 ,Theft from Vehicle,181743
15041,68596 ,50581 ,Theft from Vehicle,181752
15042,28179 ,8598 ,Theft from Vehicle,181757
15043,29382 ,28329 ,Motor Vehicle Theft,181761
15044,22060 ,53042 ,Burglary Residential,181790
15045,46265 ,25724 ,Burglary Residential,181840
15046,53139 ,37009 ,Aggravated Assault No Firearm,181863
15047,23229 ,32345 ,Theft from Vehicle,181899
15048,43872 ,16879 ,Motor Vehicle Theft,181916
15049,17656 ,32107 ,Aggravated Assault No Firearm,181917
15050,48924 ,50297 ,Theft from Vehicle,181956
15051,39140 ,35408 ,Aggravated Assault No Firearm,181959
15052,44604 ,53581 ,Theft from Vehicle,181971
15053,32980 ,57142 ,Burglary Residential,181996
15054,71281 ,57376 ,Robbery No Firearm,182012
15055,36478 ,56694 ,Burglary Residential,182019
15056,50968 ,39226 ,Burglary Residential,182037
15057,12407 ,32446 ,Burglary Residential,182049
15058,38092 ,35994 ,Rape,182056
15059,27480 ,63491 ,Burglary Residential,182063
15060,41060 ,25090 ,Theft from Vehicle,182067
15061,46288 ,48125 ,Burglary Residential,182081
15062,37114 ,37737 ,Aggravated Assault No Firearm,182097
15063,37064 ,31231 ,Motor Vehicle Theft,182124
15064,37629 ,51605 ,Theft from Vehicle,182140
15065,38260 ,35464 ,Theft from Vehicle,182156
15066,38756 ,31289 ,Aggravated Assault No Firearm,182158
15067,55860 ,41900 ,Theft from Vehicle,182170
15068,11261 ,16140 ,Theft from Vehicle,182173
15069,37836 ,36109 ,Robbery Firearm,182188
15070,36956 ,26164 ,Theft from Vehicle,182198
15071,11995 ,32637 ,Theft from Vehicle,182199
15072,23905 ,28312 ,Burglary Non-Residential,182216
15073,33864 ,53274 ,Aggravated Assault No Firearm,182236
15074,20413 ,56484 ,Theft from Vehicle,182255
15075,20424 ,25285 ,Theft from Vehicle,182265
15076,40997 ,41321 ,Rape,182278
15077,23690 ,30083 ,Theft from Vehicle,182282
15078,39062 ,56627 ,Motor Vehicle Theft,182294
15079,46461 ,48104 ,Aggravated Assault No Firearm,182306
15080,34630 ,63000 ,Aggravated Assault No Firearm,182315
15081,8873 ,31301 ,Aggravated Assault Firearm,182320
15082,31283 ,51786 ,Burglary Residential,182329
15083,38475 ,39398 ,Burglary Residential,182348
15084,34176 ,28814 ,Theft from Vehicle,182359
15085,22707 ,14637 ,Burglary Residential,182407
15086,35447 ,53064 ,Theft from Vehicle,182415
15087,34037 ,53060 ,Theft from Vehicle,182418
15088,29496 ,33844 ,Theft from Vehicle,182432
15089,27202 ,51367 ,Theft from Vehicle,182439
15090,60216 ,57831 ,Theft from Vehicle,182464
15091,56703 ,36341 ,Theft from Vehicle,182471
15092,46181 ,48627 ,Burglary Residential,182473
15093,27982 ,62764 ,Robbery Firearm,182475
15094,62350 ,60685 ,Aggravated Assault No Firearm,182483
15095,14611 ,14772 ,Theft from Vehicle,182485
15096,13812 ,14015 ,Robbery No Firearm,182488
15097,41638 ,22652 ,Burglary Residential,182490
15098,28661 ,39407 ,Motor Vehicle Theft,182531
15099,43902 ,37398 ,Theft from Vehicle,182531
15100,33105 ,63610 ,Theft from Vehicle,182532
15101,74283 ,72960 ,Burglary Residential,182537
15102,41941 ,31597 ,Theft from Vehicle,182544
15103,41941 ,31597 ,Theft from Vehicle,182544
15104,39409 ,17631 ,Aggravated Assault Firearm,182546
15105,21040 ,49695 ,Aggravated Assault Firearm,182547
15106,75164 ,73920 ,Robbery No Firearm,182549
15107,37511 ,41536 ,Robbery No Firearm,182558
15108,34218 ,52660 ,Theft from Vehicle,182575
15109,34152 ,35083 ,Aggravated Assault No Firearm,182578
15110,46794 ,40339 ,Theft from Vehicle,182584
15111,75900 ,60364 ,Aggravated Assault No Firearm,182595
15112,29808 ,37365 ,Robbery No Firearm,182609
15113,100894 ,65148 ,Burglary Residential,182612
15114,83986 ,51877 ,Burglary Residential,182632
15115,41242 ,23373 ,Motor Vehicle Theft,182660
15116,67316 ,56402 ,Motor Vehicle Theft,182681
15117,12647 ,30935 ,Robbery Firearm,182684
15118,50556 ,34343 ,Burglary Residential,182689
15119,34415 ,61141 ,Aggravated Assault Firearm,182691
15120,9682 ,8058 ,Theft from Vehicle,182695
15121,35567 ,35268 ,Theft from Vehicle,182697
15122,75680 ,61171 ,Aggravated Assault Firearm,182698
15123,12883 ,30766 ,Theft from Vehicle,182699
15124,34365 ,37542 ,Theft from Vehicle,182707
15125,76073 ,63821 ,Burglary Residential,182713
15126,12686 ,25556 ,Motor Vehicle Theft,182715
15127,25363 ,27064 ,Aggravated Assault No Firearm,182733
15128,65449 ,55379 ,Aggravated Assault Firearm,182773
