-75.27362,39.8763,0.2869,
10045,67457 ,52686 ,Rape,120842
10046,45245 ,42672 ,Aggravated Assault Firearm,120848
10047,73620 ,52699 ,Robbery No Firearm,120869
10048,76999 ,63430 ,Aggravated Assault Firearm,120929
10049,20404 ,72010 ,Robbery No Firearm,120944
10050,44082 ,41778 ,Theft from Vehicle,120947
10051,27467 ,60311 ,Burglary Residential,120973
10052,41391 ,40462 ,Aggravated Assault Firearm,120975
10053,32521 ,39398 ,Burglary Residential,120981
10054,14498 ,25367 ,Robbery No Firearm,120983
10055,39830 ,61183 ,Aggravated Assault No Firearm,120988
10056,11106 ,36218 ,Aggravated Assault Firearm,121000
10057,28212 ,25827 ,Aggravated Assault Firearm,121004
10058,45128 ,22516 ,Burglary Residential,121005
10059,17884 ,35977 ,Aggravated Assault Firearm,121046
10060,79491 ,60640 ,Burglary Residential,121047
10061,23983 ,51126 ,Aggravated Assault No Firearm,121057
10062,68449 ,59834 ,Burglary Residential,121069
10063,17042 ,52119 ,Burglary Residential,121071
10064,15216 ,54294 ,Aggravated Assault No Firearm,121103
10065,48537 ,31281 ,Aggravated Assault No Firearm,121104
10066,35504 ,24958 ,Aggravated Assault No Firearm,121110
10067,43753 ,29978 ,Theft from Vehicle,121112
10068,42861 ,23017 ,Burglary Residential,121139
10069,41738 ,15313 ,Theft from Vehicle,121141
10070,70094 ,67584 ,Robbery No Firearm,121151
10071,52991 ,35563 ,Robbery No Firearm,121189
10072,104820 ,70702 ,Theft from Vehicle,121192
10073,40541 ,33126 ,Aggravated Assault No Firearm,121288
10074,12765 ,18428 ,Theft from Vehicle,121335
10075,49823 ,41083 ,Theft from Vehicle,121351
10076,39997 ,15263 ,Theft from Vehicle,121401
10077,59577 ,58468 ,Theft from Vehicle,121468
10078,48485 ,40687 ,Burglary Non-Residential,121474
10079,23453 ,28779 ,Burglary Non-Residential,121488
10080,33089 ,21360 ,Theft from Vehicle,121511
10081,47404 ,31435 ,Burglary Non-Residential,121524
10082,105541 ,71489 ,Motor Vehicle Theft,121528
10083,30740 ,65953 ,Theft from Vehicle,121534
10084,31839 ,56028 ,Theft from Vehicle,121556
10085,46747 ,47542 ,Burglary Residential,121581
10086,13932 ,25803 ,Theft from Vehicle,121628
10087,15302 ,21042 ,Burglary Residential,121636
10088,48547 ,31306 ,Robbery No Firearm,121639
10089,48546 ,31340 ,Robbery No Firearm,121647
10090,52077 ,59040 ,Theft from Vehicle,121657
10091,53694 ,50955 ,Motor Vehicle Theft,121671
10092,48489 ,35936 ,Theft from Vehicle,121671
10093,40686 ,20786 ,Motor Vehicle Theft,121692
10094,41571 ,63255 ,Theft from Vehicle,121695
10095,34963 ,42928 ,Homicide - Gross Negligence,121712
10096,12445 ,26147 ,Burglary Residential,121718
10097,35438 ,70603 ,Motor Vehicle Theft,121719
10098,20642 ,28167 ,Theft from Vehicle,121725
10099,73588 ,49742 ,Theft from Vehicle,121727
10100,40194 ,27671 ,Robbery Firearm,121728
10101,39515 ,14474 ,Robbery No Firearm,121732
10102,36851 ,27754 ,Theft from Vehicle,121740
10103,67526 ,47204 ,Theft from Vehicle,121748
10104,33807 ,65122 ,Robbery Firearm,121762
10105,85516 ,56868 ,Theft from Vehicle,121765
10106,107600 ,74790 ,Theft from Vehicle,121780
10107,39308 ,17810 ,Aggravated Assault No Firearm,121811
10108,37044 ,28549 ,Robbery No Firearm,121821
10109,37353 ,19653 ,Theft from Vehicle,121822
10110,34238 ,31732 ,Theft from Vehicle,121843
10111,70586 ,50622 ,Theft from Vehicle,121864
10112,41888 ,16187 ,Aggravated Assault No Firearm,121873
10113,34206 ,58788 ,Theft from Vehicle,121874
10114,37342 ,52377 ,Robbery No Firearm,121891
10115,47887 ,45908 ,Aggravated Assault No Firearm,121902
10116,95832 ,87355 ,Theft from Vehicle,121908
10117,72499 ,60457 ,Aggravated Assault No Firearm,121917
10118,10172 ,32227 ,Theft from Vehicle,121933
10119,72634 ,66653 ,Burglary Residential,121960
10120,34834 ,57607 ,Aggravated Assault No Firearm,121962
10121,16730 ,31188 ,Burglary Residential,122007
10122,37208 ,36070 ,Aggravated Assault Firearm,122017
10123,13394 ,25507 ,Burglary Residential,122023
10124,66422 ,62959 ,Theft from Vehicle,122025
10125,42912 ,20575 ,Theft from Vehicle,122027
10126,39059 ,46212 ,Burglary Residential,122046
10127,34297 ,50152 ,Burglary Residential,122049
10128,62424 ,41233 ,Burglary Residential,122053
10129,90913 ,58639 ,Theft from Vehicle,122055
10130,34834 ,57607 ,Motor Vehicle Theft,122062
10131,34834 ,57607 ,Robbery No Firearm,122062
10132,52076 ,44487 ,Aggravated Assault Firearm,122075
10133,32021 ,49896 ,Aggravated Assault Firearm,122075
10134,46614 ,40890 ,Theft from Vehicle,122100
10135,45335 ,32011 ,Theft from Vehicle,122104
10136,35607 ,67296 ,Aggravated Assault Firearm,122116
10137,44505 ,65117 ,Burglary Residential,122139
10138,39234 ,24474 ,Burglary Residential,122162
10139,36363 ,16294 ,Rape,122191
10140,47747 ,51866 ,Robbery No Firearm,122210
10141,39689 ,38157 ,Theft from Vehicle,122216
10142,49071 ,42598 ,Burglary Residential,122217
10143,32123 ,16822 ,Aggravated Assault No Firearm,122244
10144,69832 ,46138 ,Burglary Residential,122244
10145,64316 ,37939 ,Burglary Non-Residential,122248
10146,70386 ,52106 ,Robbery Firearm,122248
10147,77505 ,55714 ,Theft from Vehicle,122254
10148,67970 ,46374 ,Homicide - Criminal,122351
10149,46835 ,49806 ,Robbery No Firearm,122355
10150,35335 ,25804 ,Theft from Vehicle,122361
10151,20344 ,54730 ,Robbery Firearm,122379
10152,17972 ,24359 ,Theft from Vehicle,122383
10153,43383 ,22921 ,Burglary Residential,122400
10154,92505 ,63295 ,Burglary Residential,122418
10155,22815 ,34462 ,Burglary Residential,122422
10156,37780 ,26585 ,Homicide - Gross Negligence,122425
10157,42934 ,28516 ,Robbery No Firearm,122452
10158,17457 ,28025 ,Robbery No Firearm,122487
10159,57356 ,57003 ,Theft from Vehicle,122504
10160,37350 ,24729 ,Robbery Firearm,122541
10161,68040 ,46628 ,Burglary Non-Residential,122559
10162,39689 ,38157 ,Theft from Vehicle,122563
10163,43309 ,50879 ,Robbery Firearm,122640
10164,38443 ,16047 ,Aggravated Assault No Firearm,122725
10165,12388 ,25996 ,Theft from Vehicle,122744
10166,95427 ,71737 ,Theft from Vehicle,122752
10167,54583 ,49950 ,Theft from Vehicle,122755
10168,48725 ,34342 ,Theft from Vehicle,122808
10169,19808 ,29033 ,Theft from Vehicle,122862
10170,42284 ,15956 ,Burglary Residential,122863
10171,76868 ,55093 ,Burglary Non-Residential,122882
10172,34194 ,23245 ,Theft from Vehicle,122890
10173,38583 ,65215 ,Theft from Vehicle,122893
10174,51799 ,36957 ,Theft from Vehicle,122903
10175,38095 ,14008 ,Robbery Firearm,122909
10176,38611 ,13695 ,Motor Vehicle Theft,122937
10177,44718 ,32389 ,Theft from Vehicle,122950
10178,43733 ,32807 ,Theft from Vehicle,122955
10179,21209 ,69663 ,Theft from Vehicle,122956
10180,93701 ,62223 ,Robbery No Firearm,122982
10181,44961 ,30115 ,Theft from Vehicle,122989
10182,37889 ,18261 ,Homicide - Gross Negligence,122992
10183,33400 ,58257 ,Theft from Vehicle,123009
10184,77810 ,65868 ,Robbery No Firearm,123021
10185,39504 ,31927 ,Burglary Residential,123022
10186,42031 ,65970 ,Theft from Vehicle,123023
10187,71862 ,55452 ,Theft from Vehicle,123027
10188,33395 ,24345 ,Burglary Residential,123034
10189,10604 ,29291 ,Theft from Vehicle,123046
10190,45256 ,19782 ,Theft from Vehicle,123048
10191,36580 ,19313 ,Aggravated Assault No Firearm,123051
10192,38219 ,24617 ,Burglary Non-Residential,123051
10193,50205 ,55789 ,Motor Vehicle Theft,123064
10194,51500 ,42435 ,Burglary Residential,123073
10195,39298 ,60338 ,Motor Vehicle Theft,123087
10196,49506 ,38843 ,Burglary Non-Residential,123090
10197,74295 ,48279 ,Aggravated Assault No Firearm,123091
10198,59733 ,45351 ,Aggravated Assault No Firearm,123098
10199,44163 ,22495 ,Burglary Residential,123108
10200,45413 ,59059 ,Burglary Residential,123109
10201,37756 ,29176 ,Motor Vehicle Theft,123123
10202,33556 ,16351 ,Theft from Vehicle,123140
10203,75239 ,51140 ,Theft from Vehicle,123164
10204,34928 ,49609 ,Theft from Vehicle,123167
10205,63194 ,53765 ,Theft from Vehicle,123170
10206,49472 ,57266 ,Burglary Residential,123198
10207,54868 ,53376 ,Rape,123203
10208,65633 ,48868 ,Burglary Residential,123207
10209,41958 ,63832 ,Burglary Residential,123208
10210,52076 ,44487 ,Burglary Residential,123210
10211,103207 ,80492 ,Burglary Residential,123219
10212,85560 ,64522 ,Theft from Vehicle,123236
10213,51018 ,38459 ,Theft from Vehicle,123238
10214,90424 ,63095 ,Burglary Residential,123240
10215,42882 ,15887 ,Aggravated Assault No Firearm,123249
10216,38992 ,34840 ,Robbery No Firearm,123258
10217,12392 ,14340 ,Theft from Vehicle,123276
10218,30085 ,62453 ,Theft from Vehicle,123294
10219,47022 ,47434 ,Robbery Firearm,123299
10220,30454 ,68227 ,Robbery No Firearm,123321
10221,58661 ,47323 ,Aggravated Assault Firearm,123334
10222,66890 ,67989 ,Theft from Vehicle,123338
10223,102929 ,71325 ,Aggravated Assault No Firearm,123339
10224,43490 ,16223 ,Burglary Residential,123348
10225,35455 ,38720 ,Aggravated Assault No Firearm,123349
10226,39455 ,49859 ,Theft from Vehicle,123351
10227,58186 ,42173 ,Burglary Residential,123368
10228,58661 ,47323 ,Burglary Non-Residential,123369
10229,65967 ,49651 ,Aggravated Assault Firearm,123371
10230,80434 ,51991 ,Aggravated Assault No Firearm,123373
10231,43967 ,36914 ,Robbery No Firearm,123378
10232,11659 ,31075 ,Robbery Firearm,123385
10233,61572 ,40842 ,Aggravated Assault No Firearm,123389
10234,35464 ,17710 ,Robbery Firearm,123392
10235,55292 ,41556 ,Robbery No Firearm,123398
10236,86882 ,75161 ,Burglary Residential,123418
10237,12444 ,16817 ,Aggravated Assault No Firearm,123419
10238,22034 ,48834 ,Burglary Residential,123421
10239,31451 ,50652 ,Theft from Vehicle,123427
10240,17003 ,15473 ,Theft from Vehicle,123427
10241,42583 ,49717 ,Robbery No Firearm,123430
10242,43707 ,16383 ,Aggravated Assault No Firearm,123432
10243,10264 ,32748 ,Burglary Residential,123432
10244,64978 ,61073 ,Theft from Vehicle,123434
10245,47586 ,48670 ,Theft from Vehicle,123442
10246,77543 ,49946 ,Burglary Residential,123447
10247,34950 ,18938 ,Burglary Residential,123481
10248,21109 ,28638 ,Aggravated Assault No Firearm,123491
10249,5037 ,37129 ,Theft from Vehicle,123504
10250,11023 ,32745 ,Motor Vehicle Theft,123507
10251,34432 ,37732 ,Burglary Residential,123517
10252,12000 ,30419 ,Burglary Residential,123519
10253,19469 ,25197 ,Rape,123526
10254,41629 ,23487 ,Robbery Firearm,123530
10255,39585 ,21515 ,Robbery Firearm,123544
10256,53006 ,57818 ,Burglary Residential,123545
10257,38841 ,31992 ,Theft from Vehicle,123549
10258,61944 ,38162 ,Burglary Residential,123557
10259,33188 ,41484 ,Motor Vehicle Theft,123571
10260,47728 ,45838 ,Burglary Residential,123595
10261,47776 ,51995 ,Aggravated Assault Firearm,123618
10262,41771 ,59280 ,Burglary Residential,123619
10263,28948 ,16676 ,Aggravated Assault Firearm,123645
10264,42357 ,33735 ,Burglary Residential,123648
10265,36317 ,22606 ,Aggravated Assault Firearm,123660
10266,46563 ,28086 ,Burglary Residential,123662
10267,13320 ,30797 ,Theft from Vehicle,123690
10268,50444 ,51621 ,Theft from Vehicle,123713
10269,74074 ,65713 ,Aggravated Assault Firearm,123715
10270,70837 ,65541 ,Burglary Residential,123718
10271,13447 ,29850 ,Aggravated Assault No Firearm,123720
10272,50444 ,51621 ,Theft from Vehicle,123727
10273,23684 ,25527 ,Burglary Residential,123728
10274,32081 ,46906 ,Burglary Residential,123746
10275,87165 ,58148 ,Burglary Residential,123751
10276,11443 ,29837 ,Aggravated Assault No Firearm,123759
10277,57053 ,56760 ,Aggravated Assault No Firearm,123776
10278,50987 ,56285 ,Rape,123787
10279,21693 ,52868 ,Theft from Vehicle,123794
10280,43342 ,38955 ,Robbery Firearm,123797
10281,99773 ,77363 ,Burglary Residential,123813
10282,55193 ,49717 ,Aggravated Assault No Firearm,123816
10283,57019 ,56780 ,Burglary Residential,123835
10284,57019 ,56780 ,Robbery Firearm,123840
10285,14695 ,14942 ,Theft from Vehicle,123853
10286,38071 ,16818 ,Theft from Vehicle,123865
10287,37918 ,16519 ,Robbery No Firearm,123898
10288,94213 ,62926 ,Burglary Residential,123901
10289,48565 ,30723 ,Robbery No Firearm,123965
10290,73385 ,50792 ,Rape,123989
10291,33340 ,41189 ,Aggravated Assault No Firearm,124013
10292,12845 ,35485 ,Robbery No Firearm,124086
10293,48857 ,49493 ,Aggravated Assault No Firearm,124101
10294,13438 ,13788 ,Motor Vehicle Theft,124124
10295,20063 ,30339 ,Theft from Vehicle,124145
10296,61187 ,46843 ,Burglary Residential,124150
10297,49999 ,42666 ,Aggravated Assault No Firearm,124159
10298,18006 ,18017 ,Theft from Vehicle,124187
10299,43100 ,62984 ,Robbery No Firearm,124196
10300,17112 ,22315 ,Theft from Vehicle,124213
10301,70221 ,47157 ,Aggravated Assault No Firearm,124249
10302,56040 ,49530 ,Theft from Vehicle,124254
10303,48711 ,49657 ,Theft from Vehicle,124256
10304,35417 ,33121 ,Theft from Vehicle,124273
10305,42433 ,46915 ,Motor Vehicle Theft,124285
10306,40445 ,46764 ,Theft from Vehicle,124289
10307,16410 ,26384 ,Theft from Vehicle,124321
10308,37730 ,43113 ,Burglary Residential,124347
10309,54864 ,53396 ,Motor Vehicle Theft,124351
10310,57945 ,46026 ,Motor Vehicle Theft,124351
10311,76239 ,74943 ,Theft from Vehicle,124354
10312,38443 ,34913 ,Motor Vehicle Theft,124364
10313,14917 ,29266 ,Aggravated Assault No Firearm,124399
10314,17520 ,43746 ,Theft from Vehicle,124401
10315,51630 ,39572 ,Burglary Residential,124411
10316,45800 ,37133 ,Burglary Residential,124415
10317,9117 ,32553 ,Robbery No Firearm,124420
10318,49291 ,53214 ,Theft from Vehicle,124437
10319,39370 ,25864 ,Burglary Residential,124448
10320,38120 ,47006 ,Motor Vehicle Theft,124448
10321,40296 ,13983 ,Burglary Residential,124461
10322,45442 ,46235 ,Theft from Vehicle,124462
10323,53995 ,52820 ,Robbery No Firearm,124487
10324,56672 ,41578 ,Rape,124489
10325,3750 ,34600 ,Theft from Vehicle,124489
10326,49752 ,55224 ,Theft from Vehicle,124509
10327,15633 ,30001 ,Burglary Residential,124516
10328,65357 ,66051 ,Robbery No Firearm,124527
10329,7275 ,33516 ,Rape,124564
10330,51057 ,61275 ,Burglary Residential,124602
10331,31293 ,34246 ,Aggravated Assault Firearm,124615
10332,63602 ,47041 ,Rape,124628
10333,35160 ,35381 ,Burglary Residential,124650
10334,33387 ,16961 ,Burglary Residential,124650
10335,14899 ,29407 ,Aggravated Assault No Firearm,124672
10336,30542 ,19123 ,Burglary Residential,124674
10337,38467 ,56644 ,Robbery Firearm,124677
10338,26416 ,19608 ,Burglary Residential,124679
10339,20421 ,40718 ,Burglary Residential,124724
10340,61247 ,45699 ,Aggravated Assault No Firearm,124734
10341,6849 ,36022 ,Theft from Vehicle,124741
10342,81597 ,77390 ,Theft from Vehicle,124770
10343,83743 ,68455 ,Aggravated Assault Firearm,124782
10344,77011 ,74444 ,Burglary Residential,124784
10345,26416 ,19608 ,Aggravated Assault Firearm,124787
10346,42500 ,43631 ,Burglary Residential,124793
10347,68584 ,51243 ,Aggravated Assault No Firearm,124796
10348,56025 ,50150 ,Robbery No Firearm,124799
10349,15746 ,19710 ,Theft from Vehicle,124799
10350,6849 ,36022 ,Theft from Vehicle,124805
10351,34860 ,22070 ,Rape,124812
10352,33319 ,19890 ,Aggravated Assault No Firearm,124814
10353,75353 ,58264 ,Burglary Residential,124820
10354,21617 ,23610 ,Aggravated Assault No Firearm,124823
10355,42904 ,41369 ,Burglary Residential,124826
10356,38078 ,50859 ,Theft from Vehicle,124861
10357,72722 ,63034 ,Aggravated Assault No Firearm,124865
10358,20160 ,51624 ,Burglary Residential,124870
10359,64203 ,49028 ,Burglary Residential,124904
10360,37862 ,27979 ,Burglary Residential,124907
10361,38484 ,14615 ,Theft from Vehicle,124915
10362,45136 ,43866 ,Theft from Vehicle,124958
10363,31939 ,19953 ,Burglary Residential,124959
10364,44453 ,54448 ,Theft from Vehicle,124979
10365,43655 ,58772 ,Aggravated Assault No Firearm,124992
10366,13665 ,23593 ,Robbery No Firearm,124994
10367,44014 ,28426 ,Robbery Firearm,125006
10368,59066 ,38212 ,Burglary Residential,125021
10369,41054 ,46966 ,Motor Vehicle Theft,125023
10370,22397 ,28926 ,Robbery No Firearm,125030
10371,46627 ,46909 ,Burglary Residential,125034
10372,43430 ,45429 ,Robbery Firearm,125037
10373,66695 ,47414 ,Aggravated Assault No Firearm,125058
10374,86797 ,74848 ,Aggravated Assault Firearm,125061
10375,52064 ,57190 ,Aggravated Assault No Firearm,125061
10376,59955 ,41270 ,Burglary Residential,125065
10377,48179 ,44385 ,Aggravated Assault Firearm,125072
10378,13240 ,14236 ,Rape,125104
10379,21321 ,29100 ,Aggravated Assault No Firearm,125105
10380,14255 ,20332 ,Aggravated Assault No Firearm,125114
10381,86225 ,54916 ,Robbery Firearm,125122
10382,15922 ,34405 ,Aggravated Assault No Firearm,125136
10383,41286 ,28719 ,Aggravated Assault Firearm,125156
10384,78402 ,57456 ,Theft from Vehicle,125157
10385,87105 ,73651 ,Theft from Vehicle,125182
10386,9479 ,30783 ,Aggravated Assault No Firearm,125220
10387,43409 ,46222 ,Burglary Residential,125228
10388,18967 ,30875 ,Burglary Residential,125242
10389,86861 ,70414 ,Robbery Firearm,125245
10390,10790 ,17279 ,Aggravated Assault Firearm,125254
10391,14255 ,20332 ,Theft from Vehicle,125273
10392,41355 ,38300 ,Burglary Residential,125289
10393,9862 ,16586 ,Aggravated Assault No Firearm,125294
10394,64902 ,49554 ,Robbery Firearm,125310
10395,55399 ,41005 ,Aggravated Assault Firearm,125326
10396,36810 ,46395 ,Aggravated Assault No Firearm,125374
10397,72370 ,62693 ,Rape,125394
10398,14840 ,20075 ,Homicide - Criminal,125398
10399,37189 ,46579 ,Theft from Vehicle,125483
10400,41787 ,56868 ,Motor Vehicle Theft,125485
10401,68876 ,48548 ,Burglary Non-Residential,125502
10402,83696 ,68440 ,Robbery No Firearm,125509
10403,43040 ,67066 ,Robbery Firearm,125514
10404,17483 ,32089 ,Burglary Non-Residential,125582
10405,58470 ,40364 ,Motor Vehicle Theft,125706
10406,34585 ,33349 ,Theft from Vehicle,125717
10407,35850 ,32699 ,Theft from Vehicle,125741
10408,75654 ,61077 ,Theft from Vehicle,125748
10409,38312 ,38652 ,Theft from Vehicle,125780
10410,47282 ,46250 ,Theft from Vehicle,125786
10411,55858 ,37855 ,Burglary Residential,125789
10412,39637 ,37922 ,Theft from Vehicle,125791
10413,86655 ,57922 ,Robbery No Firearm,125799
10414,33643 ,53567 ,Theft from Vehicle,125806
10415,38706 ,21927 ,Burglary Non-Residential,125826
10416,56108 ,49379 ,Theft from Vehicle,125854
10417,38770 ,9618 ,Theft from Vehicle,125860
10418,40352 ,30462 ,Burglary Residential,125872
10419,34883 ,40236 ,Theft from Vehicle,125875
10420,46284 ,47291 ,Theft from Vehicle,125888
10421,79648 ,52076 ,Rape,125890
10422,34585 ,33349 ,Theft from Vehicle,125890
10423,79391 ,74916 ,Burglary Non-Residential,125899
10424,40352 ,30462 ,Theft from Vehicle,125907
10425,58844 ,54023 ,Burglary Residential,125920
10426,48400 ,52389 ,Theft from Vehicle,125921
10427,33589 ,14016 ,Burglary Non-Residential,125929
10428,54479 ,39997 ,Burglary Non-Residential,125967
10429,36269 ,16738 ,Burglary Residential,125976
10430,21982 ,23523 ,Theft from Vehicle,125978
10431,48267 ,59181 ,Rape,125980
10432,82643 ,78852 ,Aggravated Assault No Firearm,125981
10433,44878 ,29770 ,Robbery No Firearm,125991
10434,50578 ,44626 ,Burglary Residential,126004
10435,36709 ,39586 ,Motor Vehicle Theft,126007
10436,18447 ,13765 ,Theft from Vehicle,126011
10437,36257 ,56902 ,Burglary Residential,126021
10438,38520 ,45961 ,Burglary Non-Residential,126036
10439,37623 ,34092 ,Rape,126037
10440,37186 ,58953 ,Theft from Vehicle,126037
10441,39915 ,45072 ,Aggravated Assault No Firearm,126053
10442,39839 ,16856 ,Burglary Residential,126055
10443,52155 ,33555 ,Motor Vehicle Theft,126066
10444,38792 ,24909 ,Burglary Residential,126072
10445,14368 ,27541 ,Theft from Vehicle,126073
10446,45342 ,65998 ,Aggravated Assault No Firearm,126074
10447,86486 ,55845 ,Burglary Residential,126075
10448,12062 ,16679 ,Burglary Non-Residential,126092
10449,69959 ,61314 ,Burglary Residential,126092
10450,45535 ,42813 ,Theft from Vehicle,126096
10451,32739 ,67894 ,Burglary Residential,126102
10452,34585 ,33349 ,Aggravated Assault Firearm,126105
10453,47588 ,42980 ,Motor Vehicle Theft,126109
10454,18347 ,23030 ,Theft from Vehicle,126115
10455,51093 ,49773 ,Burglary Non-Residential,126125
10456,43874 ,40794 ,Theft from Vehicle,126128
10457,42690 ,24910 ,Robbery Firearm,126135
10458,60551 ,45749 ,Robbery No Firearm,126143
10459,39839 ,16856 ,Theft from Vehicle,126184
10460,86206 ,55233 ,Theft from Vehicle,126190
10461,36991 ,23693 ,Burglary Residential,126194
10462,16143 ,33107 ,Theft from Vehicle,126223
10463,39839 ,16852 ,Burglary Residential,126227
10464,74723 ,67265 ,Aggravated Assault No Firearm,126230
10465,45322 ,35071 ,Burglary Residential,126237
10466,47929 ,49192 ,Aggravated Assault No Firearm,126243
10467,73988 ,52134 ,Theft from Vehicle,126246
10468,40063 ,38445 ,Burglary Residential,126248
10469,39320 ,30847 ,Aggravated Assault No Firearm,126250
10470,83783 ,57272 ,Theft from Vehicle,126255
10471,10951 ,33586 ,Aggravated Assault No Firearm,126258
10472,38615 ,52782 ,Theft from Vehicle,126258
10473,42614 ,40586 ,Burglary Residential,126271
10474,68318 ,48708 ,Burglary Residential,126282
10475,75834 ,53362 ,Rape,126288
10476,39917 ,31258 ,Burglary Residential,126297
10477,37005 ,30763 ,Robbery No Firearm,126304
10478,86889 ,81894 ,Theft from Vehicle,126317
10479,32311 ,44909 ,Motor Vehicle Theft,126323
10480,35436 ,18392 ,Burglary Residential,126329
10481,36147 ,37848 ,Aggravated Assault Firearm,126331
10482,38263 ,39247 ,Theft from Vehicle,126340
10483,14856 ,22975 ,Aggravated Assault No Firearm,126357
10484,24947 ,28896 ,Robbery Firearm,126363
10485,37404 ,41550 ,Aggravated Assault No Firearm,126370
10486,67801 ,53093 ,Theft from Vehicle,126388
10487,52405 ,42351 ,Robbery No Firearm,126393
10488,86863 ,65064 ,Aggravated Assault No Firearm,126394
10489,49808 ,38595 ,Aggravated Assault Firearm,126400
10490,35364 ,18200 ,Burglary Residential,126403
10491,64561 ,52324 ,Aggravated Assault No Firearm,126413
10492,59019 ,46624 ,Theft from Vehicle,126428
10493,41487 ,29704 ,Theft from Vehicle,126430
10494,78182 ,60332 ,Aggravated Assault No Firearm,126437
10495,76864 ,62768 ,Burglary Residential,126449
10496,26843 ,31496 ,Theft from Vehicle,126449
10497,84431 ,55269 ,Burglary Residential,126452
10498,58172 ,45039 ,Aggravated Assault Firearm,126459
10499,73632 ,57543 ,Burglary Residential,126459
10500,31590 ,53270 ,Motor Vehicle Theft,126469
10501,24147 ,48051 ,Burglary Residential,126471
10502,11259 ,25646 ,Burglary Residential,126480
10503,16188 ,15026 ,Theft from Vehicle,126490
10504,15125 ,33967 ,Rape,126525
10505,52051 ,40188 ,Burglary Residential,126540
10506,80817 ,56944 ,Robbery Firearm,126541
10507,37916 ,35181 ,Aggravated Assault No Firearm,126552
10508,19161 ,30895 ,Burglary Residential,126568
10509,38481 ,37764 ,Aggravated Assault Firearm,126596
10510,44606 ,41226 ,Aggravated Assault No Firearm,126597
10511,40312 ,53944 ,Theft from Vehicle,126614
10512,34220 ,17293 ,Homicide - Criminal,126658
10513,76562 ,50478 ,Burglary Residential,126679
10514,37916 ,35181 ,Burglary Residential,126689
10515,37916 ,35181 ,Burglary Residential,126693
10516,53707 ,41720 ,Aggravated Assault Firearm,126726
10517,41918 ,29149 ,Aggravated Assault Firearm,126727
10518,38010 ,46910 ,Theft from Vehicle,126736
10519,35247 ,22121 ,Theft from Vehicle,126760
10520,29262 ,17218 ,Theft from Vehicle,126779
10521,16062 ,15174 ,Theft from Vehicle,126780
10522,33879 ,65426 ,Aggravated Assault Firearm,126821
10523,41878 ,13277 ,Robbery No Firearm,126836
10524,93491 ,76694 ,Burglary Residential,126846
10525,55280 ,42119 ,Robbery No Firearm,126853
10526,35291 ,17711 ,Theft from Vehicle,126865
10527,47202 ,46836 ,Aggravated Assault No Firearm,126998
10528,89995 ,65084 ,Theft from Vehicle,127116
10529,35698 ,53870 ,Theft from Vehicle,127149
10530,9680 ,28142 ,Burglary Residential,127178
10531,38983 ,52674 ,Theft from Vehicle,127183
10532,32718 ,37428 ,Theft from Vehicle,127184
10533,35452 ,17751 ,Theft from Vehicle,127185
10534,38844 ,52945 ,Theft from Vehicle,127209
10535,89972 ,65134 ,Burglary Residential,127222
10536,41197 ,20632 ,Aggravated Assault No Firearm,127224
10537,40202 ,37884 ,Burglary Residential,127226
10538,44247 ,21116 ,Theft from Vehicle,127234
10539,47115 ,43034 ,Aggravated Assault No Firearm,127241
10540,39829 ,50330 ,Theft from Vehicle,127246
10541,35071 ,32877 ,Burglary Non-Residential,127252
10542,43759 ,40557 ,Theft from Vehicle,127254
10543,50678 ,51078 ,Theft from Vehicle,127261
10544,37950 ,30128 ,Burglary Non-Residential,127267
10545,86063 ,63410 ,Theft from Vehicle,127296
10546,70321 ,58468 ,Aggravated Assault Firearm,127298
10547,24617 ,29298 ,Theft from Vehicle,127302
10548,34264 ,31970 ,Burglary Residential,127306
10549,12812 ,17220 ,Theft from Vehicle,127307
10550,12414 ,27784 ,Theft from Vehicle,127318
10551,35904 ,23372 ,Theft from Vehicle,127320
10552,41402 ,45913 ,Theft from Vehicle,127328
10553,38996 ,34973 ,Motor Vehicle Theft,127350
10554,51627 ,39593 ,Theft from Vehicle,127361
10555,53576 ,39534 ,Burglary Residential,127410
10556,75322 ,56651 ,Robbery No Firearm,127454
10557,48237 ,59182 ,Theft from Vehicle,127462
10558,48595 ,49094 ,Theft from Vehicle,127465
10559,18885 ,21835 ,Aggravated Assault No Firearm,127474
10560,35894 ,33652 ,Aggravated Assault No Firearm,127482
10561,47241 ,53390 ,Motor Vehicle Theft,127490
10562,34527 ,39408 ,Aggravated Assault No Firearm,127499
10563,87773 ,58355 ,Theft from Vehicle,127499
10564,44950 ,22587 ,Aggravated Assault Firearm,127500
10565,35219 ,18510 ,Burglary Non-Residential,127500
10566,64584 ,57728 ,Robbery No Firearm,127503
10567,86189 ,80893 ,Burglary Residential,127521
10568,9159 ,34017 ,Aggravated Assault No Firearm,127524
10569,39158 ,32344 ,Burglary Residential,127583
10570,12922 ,30245 ,Aggravated Assault No Firearm,127615
10571,12922 ,30245 ,Burglary Non-Residential,127624
10572,13118 ,33311 ,Aggravated Assault Firearm,127640
10573,17373 ,27500 ,Aggravated Assault Firearm,127641
10574,15650 ,14101 ,Aggravated Assault Firearm,127643
10575,48897 ,51315 ,Burglary Residential,127652
10576,39904 ,20363 ,Burglary Residential,127676
10577,13507 ,23908 ,Aggravated Assault Firearm,127694
